epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
128,4761.29,0.8493,0.61421,1.13243,0.88959,0.785,0.87441,0.66412,0.85684,0.57851,1.13854,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135
129,4799.66,0.85421,0.61983,1.13458,0.88748,0.7938,0.87667,0.66729,0.85849,0.57892,1.13977,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
130,4837.45,0.84365,0.61159,1.13154,0.88542,0.78921,0.87512,0.66612,0.85751,0.58067,1.14032,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145
131,4876.81,0.84031,0.60427,1.12811,0.87649,0.79748,0.87525,0.66396,0.863,0.58012,1.1441,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
132,4914.05,0.84329,0.60719,1.1277,0.90195,0.78328,0.87684,0.66935,0.8584,0.57842,1.14328,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
133,4950.51,0.83973,0.60987,1.12868,0.89176,0.79269,0.87759,0.67189,0.85376,0.57057,1.1428,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
134,4987.13,0.84352,0.60128,1.12395,0.89503,0.79601,0.87818,0.67184,0.85026,0.57262,1.13524,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,5023.88,0.83606,0.60439,1.12535,0.89577,0.78771,0.87709,0.67009,0.84601,0.5695,1.13047,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
136,5060.82,0.83142,0.59667,1.12043,0.88875,0.79823,0.87647,0.66832,0.84613,0.56863,1.13223,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,5098.42,0.82861,0.59305,1.12057,0.881,0.80376,0.87804,0.67248,0.84866,0.56644,1.13215,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,5136.62,0.83409,0.60021,1.11959,0.88354,0.80764,0.87944,0.67425,0.84384,0.56478,1.13056,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,5174.86,0.8239,0.59002,1.11547,0.89656,0.79657,0.87955,0.67599,0.83704,0.56124,1.12759,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,5213.25,0.82164,0.59522,1.12161,0.88358,0.81484,0.88149,0.67723,0.83471,0.55822,1.12533,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,5251.58,0.82447,0.58598,1.10902,0.88703,0.80764,0.88178,0.67849,0.83484,0.54901,1.12586,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,5290.68,0.82428,0.59051,1.11805,0.88498,0.80707,0.88364,0.6816,0.83086,0.54706,1.12328,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,5330.64,0.82631,0.58752,1.11405,0.8903,0.80321,0.88232,0.68017,0.83416,0.55609,1.12594,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,5370.4,0.81592,0.58724,1.11474,0.87296,0.82009,0.88291,0.67912,0.83469,0.5625,1.12638,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,5411.54,0.8054,0.57196,1.10348,0.90178,0.79352,0.88132,0.67964,0.83012,0.55468,1.12278,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,5452.8,0.81306,0.57618,1.10478,0.90108,0.79601,0.88278,0.68032,0.83038,0.56046,1.1217,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,5493.77,0.82197,0.58222,1.10445,0.89871,0.801,0.88421,0.68127,0.82731,0.55434,1.11941,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,5532.79,0.80877,0.57409,1.10486,0.8949,0.80598,0.88589,0.68333,0.82185,0.55096,1.11371,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,5571.79,0.80532,0.57375,1.09804,0.90361,0.80432,0.88446,0.68413,0.81852,0.55077,1.11274,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,5610.13,0.80268,0.57383,1.09989,0.90103,0.80376,0.88449,0.68246,0.82197,0.54863,1.11438,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,5648.85,0.80829,0.57644,1.10469,0.90041,0.80072,0.88522,0.68502,0.81868,0.54827,1.11073,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,5687.61,0.7996,0.56642,1.0955,0.90603,0.80058,0.88594,0.68572,0.81648,0.54847,1.11018,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,5726.21,0.79623,0.56389,1.09926,0.88953,0.8157,0.88624,0.68631,0.814,0.54317,1.10871,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,5765.02,0.80185,0.56898,1.09519,0.90753,0.79768,0.88571,0.68716,0.81315,0.54578,1.10574,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,5803.87,0.80018,0.56652,1.0951,0.90937,0.79851,0.88511,0.68554,0.81325,0.54668,1.10786,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,5842.81,0.79709,0.56509,1.09406,0.89684,0.81092,0.88504,0.68661,0.81009,0.54461,1.10471,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
157,5880.05,0.78675,0.55496,1.08872,0.89696,0.81317,0.88742,0.68933,0.8098,0.54103,1.10377,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
158,5917.85,0.78376,0.55787,1.08902,0.89357,0.81788,0.88832,0.68896,0.80814,0.53653,1.10328,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
159,5956.5,0.78196,0.55836,1.09657,0.9043,0.81068,0.88863,0.69121,0.80566,0.53319,1.10223,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
160,5994.93,0.77754,0.55261,1.08311,0.90753,0.80902,0.88746,0.69085,0.80356,0.52922,1.10238,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295
161,6033.1,0.78291,0.55373,1.08523,0.8995,0.8129,0.88823,0.69257,0.80411,0.53197,1.10213,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
162,6070.97,0.7782,0.55183,1.08652,0.89817,0.81541,0.88936,0.69304,0.80121,0.52968,1.10088,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305
163,6106.54,0.78181,0.54814,1.08575,0.90334,0.81234,0.88852,0.69319,0.80057,0.52694,1.10015,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
164,6142.53,0.77312,0.54861,1.08082,0.90012,0.81622,0.88872,0.69248,0.79967,0.52928,1.09874,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315
165,6177.94,0.7692,0.54119,1.07905,0.88409,0.83178,0.88861,0.69409,0.79884,0.53095,1.09904,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
166,6216.75,0.77662,0.54838,1.08094,0.89381,0.82235,0.88883,0.69445,0.79612,0.53032,1.09592,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
167,6254.67,0.77653,0.54925,1.08242,0.89169,0.83006,0.8905,0.69626,0.79327,0.53044,1.0945,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
168,6292.42,0.76607,0.54322,1.07944,0.90166,0.82425,0.89155,0.69657,0.79493,0.52841,1.09714,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335
169,6330.09,0.77612,0.54158,1.07928,0.90361,0.81736,0.89188,0.69715,0.79564,0.5278,1.0971,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
170,6366.64,0.75817,0.53873,1.07745,0.91193,0.81395,0.89033,0.69792,0.79393,0.52802,1.09581,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345
171,6402.98,0.76455,0.53908,1.07185,0.90896,0.81234,0.89043,0.69898,0.79247,0.52804,1.0958,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
172,6440.64,0.76334,0.53894,1.07568,0.91433,0.80943,0.89186,0.69968,0.78984,0.52678,1.09325,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355
173,6478.42,0.75963,0.53921,1.07391,0.91654,0.80958,0.89203,0.69958,0.78773,0.52535,1.0915,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
174,6515.71,0.76366,0.5326,1.07279,0.91333,0.8129,0.89213,0.7001,0.78541,0.52347,1.09037,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365
175,6546.69,0.7465,0.52584,1.07203,0.91405,0.81179,0.89236,0.70156,0.78393,0.52057,1.08889,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
176,6577,0.75682,0.52969,1.06938,0.90047,0.81843,0.89213,0.70206,0.78195,0.51792,1.08782,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
177,6609.63,0.75215,0.52815,1.07011,0.89938,0.82626,0.89243,0.7035,0.78175,0.51599,1.08808,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
178,6635.41,0.75191,0.52826,1.07154,0.90361,0.82506,0.89288,0.7029,0.78338,0.51653,1.08856,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385
179,6661.01,0.75639,0.52859,1.07074,0.90963,0.81903,0.89319,0.70305,0.78253,0.51788,1.08719,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
180,6686.38,0.7539,0.53367,1.07248,0.90921,0.81705,0.8934,0.70288,0.7835,0.51823,1.08688,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395
181,6712.26,0.74329,0.52148,1.06201,0.91282,0.81435,0.8925,0.70237,0.78225,0.51661,1.08665,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
182,6738.76,0.75616,0.5236,1.06815,0.91542,0.81705,0.89311,0.70375,0.78082,0.51569,1.08573,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405
183,6764.27,0.74392,0.51846,1.06444,0.91035,0.82175,0.89283,0.70491,0.77994,0.5139,1.08477,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
184,6790.27,0.73821,0.51131,1.05388,0.91137,0.81982,0.8935,0.70444,0.77732,0.51441,1.0832,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415
185,6816.52,0.74494,0.51968,1.06138,0.90927,0.82102,0.89282,0.70399,0.7781,0.5165,1.08366,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
186,6843.16,0.74326,0.51739,1.05782,0.90821,0.82428,0.89375,0.70429,0.77781,0.5141,1.08397,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425
187,6869.04,0.73953,0.51551,1.05916,0.90883,0.82231,0.89418,0.70438,0.77781,0.51323,1.08359,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
188,6894.65,0.73004,0.50563,1.05419,0.90545,0.82436,0.89425,0.70437,0.77792,0.51181,1.0837,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435
189,6920.7,0.73306,0.51317,1.05593,0.90961,0.82161,0.89504,0.70558,0.77704,0.51011,1.08266,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
190,6946.87,0.73454,0.51597,1.06165,0.91609,0.81733,0.89424,0.70559,0.77467,0.51044,1.08131,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445
191,6990.95,0.67729,0.43487,1.0079,0.91057,0.82287,0.89425,0.70436,0.77729,0.51039,1.08323,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
192,7016.33,0.65431,0.4169,0.99009,0.90471,0.82618,0.89355,0.70401,0.78015,0.51298,1.08539,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455
193,7041.66,0.64743,0.40614,0.98487,0.89917,0.8284,0.89351,0.70285,0.78234,0.51331,1.08748,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
194,7066.95,0.64946,0.40913,0.9873,0.89323,0.83642,0.89427,0.70266,0.78205,0.51235,1.0876,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465
195,7091.94,0.63964,0.40114,0.97606,0.89451,0.83532,0.89401,0.70308,0.78284,0.51221,1.08894,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
196,7117.08,0.63571,0.4006,0.9807,0.89195,0.83781,0.89433,0.70434,0.78231,0.51252,1.08948,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475
197,7141.93,0.63788,0.40264,0.97996,0.89431,0.83587,0.89454,0.7041,0.78105,0.51109,1.08887,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
198,7167.15,0.63605,0.40162,0.9816,0.89462,0.83648,0.89438,0.70367,0.78026,0.51021,1.08832,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485
199,7193,0.63569,0.39739,0.97728,0.89327,0.83621,0.89527,0.70479,0.77932,0.50905,1.08797,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
200,7218.09,0.62607,0.3928,0.97166,0.89558,0.83615,0.89611,0.7049,0.77846,0.50916,1.08765,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495
